key,Model,rating,License,Organization,date
chatglm-6b,ChatGLM-6B,918.2202296788714,Non-commercial,Tsinghua,20230508
koala-13b,Koala-13B,1022.3520972128268,Non-commercial,UC Berkeley,20230508
oasst-pythia-12b,OpenAssistant-Pythia-12B,928.8824468089556,Apache 2.0,OpenAssistant,20230508
alpaca-13b,Alpaca-13B,904.2215036724745,Non-commercial,Stanford,20230508
vicuna-13b,Vicuna-13B,1083.2188207782099,Llama 2 Community,LMSYS,20230508
dolly-v2-12b,Dolly-V2-12B,863.7281036169238,MIT,Databricks,20230508
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,906.8040379032074,CC-BY-NC-SA-4.0,Stability AI,20230508
llama-13b,LLaMA-13B,826.9986466683627,Non-commercial,Meta,20230508
fastchat-t5-3b,FastChat-T5-3B,902.3997486326257,Apache 2.0,LMSYS,20230508
gpt-3.5-turbo,GPT 3.5 Turbo,1155.0285094255262,Proprietary,OpenAI,20230508
gpt-4,ChatGPT-4,1274.1856580388371,Proprietary,OpenAI,20230508
claude-v1,Claude 1,1224.715101889762,Proprietary,Anthropic,20230508
RWKV-4-Raven-14B,RWKV-4-Raven-14B,989.2450956734142,Apache 2.0,RWKV,20230508
chatglm-6b,ChatGLM-6B,920.9282810403832,Non-commercial,Tsinghua,20230522
koala-13b,Koala-13B,980.3670744220298,Non-commercial,UC Berkeley,20230522
oasst-pythia-12b,OpenAssistant-Pythia-12B,921.0972051898513,Apache 2.0,OpenAssistant,20230522
alpaca-13b,Alpaca-13B,936.6800065083205,Non-commercial,Stanford,20230522
vicuna-13b,Vicuna-13B,1054.369728608854,Llama 2 Community,LMSYS,20230522
dolly-v2-12b,Dolly-V2-12B,865.7175063564506,MIT,Databricks,20230522
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,881.6686521679197,CC-BY-NC-SA-4.0,Stability AI,20230522
llama-13b,LLaMA-13B,854.3532968257614,Non-commercial,Meta,20230522
fastchat-t5-3b,FastChat-T5-3B,940.6142582015711,Apache 2.0,LMSYS,20230522
gpt-3.5-turbo,GPT 3.5 Turbo,1142.5374986962274,Proprietary,OpenAI,20230522
gpt-4,ChatGPT-4,1224.5665483232208,Proprietary,OpenAI,20230522
claude-v1,Claude 1,1195.2376371501016,Proprietary,Anthropic,20230522
RWKV-4-Raven-14B,RWKV-4-Raven-14B,928.2765519943323,Apache 2.0,RWKV,20230522
mpt-7b-chat,MPT-7B-Chat,951.5691484213997,CC-BY-NC-SA-4.0,MosaicML,20230522
palm-2,PaLM-Chat-Bison-001,1041.849630876554,Proprietary,Google,20230522
claude-instant-v1,Claude Instant v1,1153.382373114041,Proprietary,Anthropic,20230522
vicuna-7b,Vicuna-7B,1006.7846021029719,Llama 2 Community,LMSYS,20230522
chatglm-6b,ChatGLM-6B,941.2179593289206,Non-commercial,Tsinghua,20230619
koala-13b,Koala-13B,1000.6978629238841,Non-commercial,UC Berkeley,20230619
oasst-pythia-12b,OpenAssistant-Pythia-12B,916.2578786302284,Apache 2.0,OpenAssistant,20230619
alpaca-13b,Alpaca-13B,968.3563227776623,Non-commercial,Stanford,20230619
vicuna-13b,Vicuna-13B,1041.0897474330436,Llama 2 Community,LMSYS,20230619
dolly-v2-12b,Dolly-V2-12B,866.7105672272268,MIT,Databricks,20230619
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,905.8849822359603,CC-BY-NC-SA-4.0,Stability AI,20230619
llama-13b,LLaMA-13B,858.5389716970445,Non-commercial,Meta,20230619
fastchat-t5-3b,FastChat-T5-3B,931.1177200537186,Apache 2.0,LMSYS,20230619
gpt-3.5-turbo,GPT 3.5 Turbo,1085.1808703452618,Proprietary,OpenAI,20230619
gpt-4,ChatGPT-4,1148.811728998083,Proprietary,OpenAI,20230619
claude-v1,Claude 1,1124.2365364910538,Proprietary,Anthropic,20230619
RWKV-4-Raven-14B,RWKV-4-Raven-14B,974.1286348915313,Apache 2.0,RWKV,20230619
mpt-7b-chat,MPT-7B-Chat,977.2456003448477,CC-BY-NC-SA-4.0,MosaicML,20230619
palm-2,PaLM-Chat-Bison-001,1035.9912042195533,Proprietary,Google,20230619
claude-instant-v1,Claude Instant v1,1103.9153426366677,Proprietary,Anthropic,20230619
vicuna-7b,Vicuna-7B,1022.7895907571678,Llama 2 Community,LMSYS,20230619
wizardlm-13b,WizardLM-13b-v1.2,1040.271098502264,Llama 2 Community,Microsoft,20230619
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,991.0869497884423,Non-commercial,Nomic AI,20230619
guanaco-33b,Guanaco-33B,1066.4704307174284,Non-commercial,UW,20230619
chatglm-6b,ChatGLM-6B,927.8865337500259,Non-commercial,Tsinghua,20230717
koala-13b,Koala-13B,973.7637651155001,Non-commercial,UC Berkeley,20230717
oasst-pythia-12b,OpenAssistant-Pythia-12B,919.961448738522,Apache 2.0,OpenAssistant,20230717
alpaca-13b,Alpaca-13B,924.2632057689491,Non-commercial,Stanford,20230717
vicuna-13b,Vicuna-13B,1021.2717004096306,Llama 2 Community,LMSYS,20230717
dolly-v2-12b,Dolly-V2-12B,863.5713145347792,MIT,Databricks,20230717
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,913.3392275504868,CC-BY-NC-SA-4.0,Stability AI,20230717
llama-13b,LLaMA-13B,865.1983601428582,Non-commercial,Meta,20230717
fastchat-t5-3b,FastChat-T5-3B,884.4385327887005,Apache 2.0,LMSYS,20230717
gpt-3.5-turbo,GPT 3.5 Turbo,1157.673375731235,Proprietary,OpenAI,20230717
gpt-4,ChatGPT-4,1184.9181849464978,Proprietary,OpenAI,20230717
claude-v1,Claude 1,1200.7036710873972,Proprietary,Anthropic,20230717
RWKV-4-Raven-14B,RWKV-4-Raven-14B,952.8981137053423,Apache 2.0,RWKV,20230717
mpt-7b-chat,MPT-7B-Chat,947.0362115457257,CC-BY-NC-SA-4.0,MosaicML,20230717
palm-2,PaLM-Chat-Bison-001,988.9676307741437,Proprietary,Google,20230717
claude-instant-v1,Claude Instant v1,1138.4538924771682,Proprietary,Anthropic,20230717
vicuna-7b,Vicuna-7B,1024.0915379161688,Llama 2 Community,LMSYS,20230717
wizardlm-13b,WizardLM-13b-v1.2,1032.3271232728555,Llama 2 Community,Microsoft,20230717
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,941.3140035608232,Non-commercial,Nomic AI,20230717
guanaco-33b,Guanaco-33B,1023.4511199209172,Non-commercial,UW,20230717
vicuna-33b,Vicuna-33B,1088.1057182628988,Non-commercial,LMSYS,20230717
mpt-30b-chat,MPT-30B-chat,1026.3653279993873,CC-BY-NC-SA-4.0,MosaicML,20230717
chatglm-6b,ChatGLM-6B,921.3105524335646,Non-commercial,Tsinghua,20230802
koala-13b,Koala-13B,970.4479169387146,Non-commercial,UC Berkeley,20230802
oasst-pythia-12b,OpenAssistant-Pythia-12B,896.3617954040186,Apache 2.0,OpenAssistant,20230802
alpaca-13b,Alpaca-13B,944.2745251794815,Non-commercial,Stanford,20230802
vicuna-13b,Vicuna-13B,1023.105952884932,Llama 2 Community,LMSYS,20230802
dolly-v2-12b,Dolly-V2-12B,869.7643775813011,MIT,Databricks,20230802
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,913.3392275504868,CC-BY-NC-SA-4.0,Stability AI,20230802
llama-13b,LLaMA-13B,863.031558756752,Non-commercial,Meta,20230802
fastchat-t5-3b,FastChat-T5-3B,881.4574462945966,Apache 2.0,LMSYS,20230802
gpt-3.5-turbo,GPT 3.5 Turbo,1138.4073911052546,Proprietary,OpenAI,20230802
gpt-4,ChatGPT-4,1173.7832629874092,Proprietary,OpenAI,20230802
claude-1,Claude-1,1204.0680097550041,Proprietary,Anthropic,20230802
RWKV-4-Raven-14B,RWKV-4-Raven-14B,937.9802704042004,Apache 2.0,RWKV,20230802
mpt-7b-chat,MPT-7B-Chat,939.7651841790461,CC-BY-NC-SA-4.0,MosaicML,20230802
palm-2,PaLM-Chat-Bison-001,976.7956803429162,Proprietary,Google,20230802
claude-instant-1,Claude-Instant-1,1108.8154813002868,Proprietary,Anthropic,20230802
vicuna-7b,Vicuna-7B,1018.303273230974,Llama 2 Community,LMSYS,20230802
wizardlm-13b,WizardLM-13b-v1.2,1046.9931649555365,Llama 2 Community,Microsoft,20230802
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,954.4826988256148,Non-commercial,Nomic AI,20230802
guanaco-33b,Guanaco-33B,1023.0513346076261,Non-commercial,UW,20230802
vicuna-33b,Vicuna-33B,1106.4614545117097,Non-commercial,LMSYS,20230802
mpt-30b-chat,MPT-30B-chat,1048.6102077490805,CC-BY-NC-SA-4.0,MosaicML,20230802
llama-2-7b-chat,Llama-2-7B-chat,939.7107855947115,Llama 2 Community,Meta,20230802
claude-2,Claude 2,1135.3520486207888,Proprietary,Anthropic,20230802
llama-2-13b-chat,Llama-2-13b-chat,964.3263988060099,Llama 2 Community,Meta,20230802
chatglm-6b,ChatGLM-6B,931.9428318458755,Non-commercial,Tsinghua,20230905
koala-13b,Koala-13B,970.4479169387146,Non-commercial,UC Berkeley,20230905
oasst-pythia-12b,OpenAssistant-Pythia-12B,884.8906250610676,Apache 2.0,OpenAssistant,20230905
alpaca-13b,Alpaca-13B,918.8170013993529,Non-commercial,Stanford,20230905
vicuna-13b,Vicuna-13B,1020.66648202341,Llama 2 Community,LMSYS,20230905
dolly-v2-12b,Dolly-V2-12B,869.7643775813011,MIT,Databricks,20230905
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,913.3392275504868,CC-BY-NC-SA-4.0,Stability AI,20230905
llama-13b,LLaMA-13B,863.031558756752,Non-commercial,Meta,20230905
fastchat-t5-3b,FastChat-T5-3B,873.7833438533467,Apache 2.0,LMSYS,20230905
gpt-3.5-turbo,GPT 3.5 Turbo,1108.0451673458667,Proprietary,OpenAI,20230905
gpt-4,ChatGPT-4,1146.9382959321838,Proprietary,OpenAI,20230905
claude-1,Claude-1,1204.0680097550041,Proprietary,Anthropic,20230905
RWKV-4-Raven-14B,RWKV-4-Raven-14B,951.4434026439596,Apache 2.0,RWKV,20230905
mpt-7b-chat,MPT-7B-Chat,946.732363255648,CC-BY-NC-SA-4.0,MosaicML,20230905
palm-2,PaLM-Chat-Bison-001,981.4451886423194,Proprietary,Google,20230905
claude-instant-1,Claude-Instant-1,1082.562741145559,Proprietary,Anthropic,20230905
vicuna-7b,Vicuna-7B,997.4356524503676,Llama 2 Community,LMSYS,20230905
wizardlm-13b,WizardLM-13b-v1.2,1094.2260666861848,Llama 2 Community,Microsoft,20230905
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,954.4826988256148,Non-commercial,Nomic AI,20230905
guanaco-33b,Guanaco-33B,1037.1285647779428,Non-commercial,UW,20230905
vicuna-33b,Vicuna-33B,1085.124818959757,Non-commercial,LMSYS,20230905
mpt-30b-chat,MPT-30B-chat,1032.9024153165117,CC-BY-NC-SA-4.0,MosaicML,20230905
llama-2-7b-chat,Llama-2-7B-chat,1021.2403464667168,Llama 2 Community,Meta,20230905
claude-2,Claude 2,1104.3466682323578,Proprietary,Anthropic,20230905
llama-2-13b-chat,Llama-2-13b-chat,1000.3671253583307,Llama 2 Community,Meta,20230905
chatglm2-6b,ChatGLM2-6B,957.9616546455683,Apache-2.0,Tsinghua,20230905
llama-2-70b-chat,Llama-2-70B-chat,1028.9207253511893,Llama 2 Community,Meta,20230905
codellama-34b-instruct,CodeLlama-34B-instruct,1017.9447291986256,Llama 2 Community,Meta,20230905
chatglm-6b,ChatGLM-6B,929.4343689147719,Non-commercial,Tsinghua,20231002
koala-13b,Koala-13B,969.9268600215145,Non-commercial,UC Berkeley,20231002
oasst-pythia-12b,OpenAssistant-Pythia-12B,887.1021748621504,Apache 2.0,OpenAssistant,20231002
alpaca-13b,Alpaca-13B,918.7417021743261,Non-commercial,Stanford,20231002
vicuna-13b,Vicuna-13B,1030.8074664873786,Llama 2 Community,LMSYS,20231002
dolly-v2-12b,Dolly-V2-12B,868.9174473875097,MIT,Databricks,20231002
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,913.889726630695,CC-BY-NC-SA-4.0,Stability AI,20231002
llama-13b,LLaMA-13B,863.1265414083248,Non-commercial,Meta,20231002
fastchat-t5-3b,FastChat-T5-3B,873.1460120829474,Apache 2.0,LMSYS,20231002
gpt-3.5-turbo,GPT 3.5 Turbo,1094.7879521032023,Proprietary,OpenAI,20231002
gpt-4,ChatGPT-4,1149.627870563155,Proprietary,OpenAI,20231002
claude-1,Claude-1,1203.7473144173587,Proprietary,Anthropic,20231002
RWKV-4-Raven-14B,RWKV-4-Raven-14B,948.9863387949325,Apache 2.0,RWKV,20231002
mpt-7b-chat,MPT-7B-Chat,946.7808291874094,CC-BY-NC-SA-4.0,MosaicML,20231002
palm-2,PaLM-Chat-Bison-001,977.0276456141497,Proprietary,Google,20231002
claude-instant-1,Claude-Instant-1,1065.6219306261678,Proprietary,Anthropic,20231002
vicuna-7b,Vicuna-7B,1012.5157296100622,Llama 2 Community,LMSYS,20231002
wizardlm-13b,WizardLM-13b-v1.2,1075.833669953672,Llama 2 Community,Microsoft,20231002
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,954.4412676401631,Non-commercial,Nomic AI,20231002
guanaco-33b,Guanaco-33B,1036.672411524596,Non-commercial,UW,20231002
vicuna-33b,Vicuna-33B,1081.1687906262052,Non-commercial,LMSYS,20231002
mpt-30b-chat,MPT-30B-chat,1031.8015837705584,CC-BY-NC-SA-4.0,MosaicML,20231002
llama-2-7b-chat,Llama-2-7B-chat,980.367697561921,Llama 2 Community,Meta,20231002
claude-2,Claude 2,1099.8997104053578,Proprietary,Anthropic,20231002
llama-2-13b-chat,Llama-2-13b-chat,1029.3452014168568,Llama 2 Community,Meta,20231002
chatglm2-6b,ChatGLM2-6B,924.9898974912535,Apache-2.0,Tsinghua,20231002
llama-2-70b-chat,Llama-2-70B-chat,1014.6086920059302,Llama 2 Community,Meta,20231002
codellama-34b-instruct,CodeLlama-34B-instruct,1021.3101489801219,Llama 2 Community,Meta,20231002
wizardlm-70b,WizardLM-70B-v1.0,1081.3272116839614,Llama 2 Community,Microsoft,20231002
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1014.0458060533324,Apache 2.0,Mistral,20231002
chatglm-6b,ChatGLM-6B,926.6427841933642,Non-commercial,Tsinghua,20231108
koala-13b,Koala-13B,967.7899113209502,Non-commercial,UC Berkeley,20231108
oasst-pythia-12b,OpenAssistant-Pythia-12B,883.4838339513763,Apache 2.0,OpenAssistant,20231108
alpaca-13b,Alpaca-13B,921.6722151781992,Non-commercial,Stanford,20231108
vicuna-13b,Vicuna-13B,1042.6727021321994,Llama 2 Community,LMSYS,20231108
dolly-v2-12b,Dolly-V2-12B,842.5869040411272,MIT,Databricks,20231108
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.8331313804529,CC-BY-NC-SA-4.0,Stability AI,20231108
llama-13b,LLaMA-13B,852.1947411267267,Non-commercial,Meta,20231108
fastchat-t5-3b,FastChat-T5-3B,867.3751623479944,Apache 2.0,LMSYS,20231108
gpt-3.5-turbo,GPT 3.5 Turbo,1090.6039826883007,Proprietary,OpenAI,20231108
gpt-4,ChatGPT-4,1132.282871690407,Proprietary,OpenAI,20231108
claude-1,Claude-1,1137.0639954374349,Proprietary,Anthropic,20231108
RWKV-4-Raven-14B,RWKV-4-Raven-14B,945.8906523081595,Apache 2.0,RWKV,20231108
mpt-7b-chat,MPT-7B-Chat,947.8986895088093,CC-BY-NC-SA-4.0,MosaicML,20231108
palm-2,PaLM-Chat-Bison-001,992.6435034369706,Proprietary,Google,20231108
claude-instant-1,Claude-Instant-1,1048.6057466384111,Proprietary,Anthropic,20231108
vicuna-7b,Vicuna-7B,1041.436909389109,Llama 2 Community,LMSYS,20231108
wizardlm-13b,WizardLM-13b-v1.2,1030.6782153289446,Llama 2 Community,Microsoft,20231108
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,957.6922124962304,Non-commercial,Nomic AI,20231108
guanaco-33b,Guanaco-33B,1040.564560126102,Non-commercial,UW,20231108
vicuna-33b,Vicuna-33B,1074.209180713548,Non-commercial,LMSYS,20231108
mpt-30b-chat,MPT-30B-chat,1035.2295495744402,CC-BY-NC-SA-4.0,MosaicML,20231108
llama-2-7b-chat,Llama-2-7B-chat,1030.2467015987852,Llama 2 Community,Meta,20231108
claude-2,Claude 2,1122.273351280007,Proprietary,Anthropic,20231108
llama-2-13b-chat,Llama-2-13b-chat,1019.3679263462654,Llama 2 Community,Meta,20231108
chatglm2-6b,ChatGLM2-6B,906.3346565163439,Apache-2.0,Tsinghua,20231108
llama-2-70b-chat,Llama-2-70B-chat,1075.0339147342058,Llama 2 Community,Meta,20231108
codellama-34b-instruct,CodeLlama-34B-instruct,1019.7586678450031,Llama 2 Community,Meta,20231108
wizardlm-70b,WizardLM-70B-v1.0,1002.8746128515301,Llama 2 Community,Microsoft,20231108
falcon-180b-chat,falcon-180b-chat,1014.7342512914715,Falcon-180B TII License,TII,20231108
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,996.6795862746008,Apache 2.0,Mistral,20231108
qwen-14b-chat,Qwen-14B-Chat,1024.9261703142226,Qianwen LICENSE,Alibaba,20231108
zephyr-7b-alpha,Zephyr-7B-alpha,1007.4796513877958,MIT,HuggingFace,20231108
zephyr-7b-beta,Zephyr-7B-beta,1039.17269644981,MIT,HuggingFace,20231108
openchat-3.5,OpenChat-3.5,1075.066358100687,Apache-2.0,OpenChat,20231108
chatglm-6b,ChatGLM-6B,926.6370343408952,Non-commercial,Tsinghua,20231116
koala-13b,Koala-13B,967.8027264968555,Non-commercial,UC Berkeley,20231116
oasst-pythia-12b,OpenAssistant-Pythia-12B,883.4951313432862,Apache 2.0,OpenAssistant,20231116
alpaca-13b,Alpaca-13B,921.6834567299044,Non-commercial,Stanford,20231116
vicuna-13b,Vicuna-13B,1046.0565748992815,Llama 2 Community,LMSYS,20231116
dolly-v2-12b,Dolly-V2-12B,842.5948001581312,MIT,Databricks,20231116
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.5790450816211,CC-BY-NC-SA-4.0,Stability AI,20231116
llama-13b,LLaMA-13B,852.2150307612334,Non-commercial,Meta,20231116
fastchat-t5-3b,FastChat-T5-3B,867.3853139346477,Apache 2.0,LMSYS,20231116
gpt-3.5-turbo,GPT 3.5 Turbo,1081.1619524631044,Proprietary,OpenAI,20231116
gpt-4,ChatGPT-4,1072.5711089093465,Proprietary,OpenAI,20231116
claude-1,Claude-1,1125.3112236743068,Proprietary,Anthropic,20231116
RWKV-4-Raven-14B,RWKV-4-Raven-14B,945.9023240752575,Apache 2.0,RWKV,20231116
mpt-7b-chat,MPT-7B-Chat,947.9102812506997,CC-BY-NC-SA-4.0,MosaicML,20231116
palm-2,PaLM-Chat-Bison-001,971.0620312641915,Proprietary,Google,20231116
claude-instant-1,Claude-Instant-1,1068.0978156839737,Proprietary,Anthropic,20231116
vicuna-7b,Vicuna-7B,1008.3977097097567,Llama 2 Community,LMSYS,20231116
wizardlm-13b,WizardLM-13b-v1.2,1047.9841598124406,Llama 2 Community,Microsoft,20231116
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,957.7053325533193,Non-commercial,Nomic AI,20231116
guanaco-33b,Guanaco-33B,1040.5744245431536,Non-commercial,UW,20231116
vicuna-33b,Vicuna-33B,1082.8865248003995,Non-commercial,LMSYS,20231116
mpt-30b-chat,MPT-30B-chat,1035.2378498425896,CC-BY-NC-SA-4.0,MosaicML,20231116
llama-2-7b-chat,Llama-2-7B-chat,994.3433906836358,Llama 2 Community,Meta,20231116
claude-2,Claude 2,1096.120662453104,Proprietary,Anthropic,20231116
llama-2-13b-chat,Llama-2-13b-chat,986.7587209870765,Llama 2 Community,Meta,20231116
chatglm2-6b,ChatGLM2-6B,908.4645828452703,Apache-2.0,Tsinghua,20231116
llama-2-70b-chat,Llama-2-70B-chat,1059.3694337730813,Llama 2 Community,Meta,20231116
codellama-34b-instruct,CodeLlama-34B-instruct,1035.3526444432541,Llama 2 Community,Meta,20231116
wizardlm-70b,WizardLM-70B-v1.0,1010.3785595928251,Llama 2 Community,Microsoft,20231116
falcon-180b-chat,falcon-180b-chat,1012.4549398420932,Falcon-180B TII License,TII,20231116
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1006.3448689774368,Apache 2.0,Mistral,20231116
qwen-14b-chat,Qwen-14B-Chat,1040.5962852186785,Qianwen LICENSE,Alibaba,20231116
zephyr-7b-alpha,Zephyr-7B-alpha,1007.5794389943399,MIT,HuggingFace,20231116
zephyr-7b-beta,Zephyr-7B-beta,1051.592472024808,MIT,HuggingFace,20231116
openchat-3.5,OpenChat-3.5,1051.239357289551,Apache-2.0,OpenChat,20231116
gpt-4-turbo,GPT 4 Turbo,1194.612622476018,Proprietary,OpenAI,20231116
chatglm3-6b,ChatGLM3-6B,965.5401680704233,Apache-2.0,Tsinghua,20231116
chatglm-6b,ChatGLM-6B,914.5711137629955,Non-commercial,Tsinghua,20231206
koala-13b,Koala-13B,955.0740103713323,Non-commercial,UC Berkeley,20231206
oasst-pythia-12b,OpenAssistant-Pythia-12B,871.4514868037804,Apache 2.0,OpenAssistant,20231206
alpaca-13b,Alpaca-13B,909.4161476675747,Non-commercial,Stanford,20231206
vicuna-13b,Vicuna-13B,988.4595375847713,Llama 2 Community,LMSYS,20231206
dolly-v2-12b,Dolly-V2-12B,837.2777933705427,MIT,Databricks,20231206
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.6328417853828,CC-BY-NC-SA-4.0,Stability AI,20231206
llama-13b,LLaMA-13B,850.4018820272928,Non-commercial,Meta,20231206
fastchat-t5-3b,FastChat-T5-3B,856.0200578614296,Apache 2.0,LMSYS,20231206
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1096.2534629914753,Proprietary,OpenAI,20231206
gpt-4-0314,GPT-4-0314,1124.9588260120663,Proprietary,OpenAI,20231206
claude-1,Claude-1,1138.1565053068698,Proprietary,Anthropic,20231206
RWKV-4-Raven-14B,RWKV-4-Raven-14B,933.3527497981885,Apache 2.0,RWKV,20231206
mpt-7b-chat,MPT-7B-Chat,935.6722454393774,CC-BY-NC-SA-4.0,MosaicML,20231206
palm-2,PaLM-Chat-Bison-001,973.2936725320465,Proprietary,Google,20231206
claude-instant-1,Claude-Instant-1,1027.133504327008,Proprietary,Anthropic,20231206
vicuna-7b,Vicuna-7B,962.6185963241121,Llama 2 Community,LMSYS,20231206
wizardlm-13b,WizardLM-13b-v1.2,1023.315148566633,Llama 2 Community,Microsoft,20231206
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,945.2018396838178,Non-commercial,Nomic AI,20231206
guanaco-33b,Guanaco-33B,1028.3667212642085,Non-commercial,UW,20231206
vicuna-33b,Vicuna-33B,1029.6821757363136,Non-commercial,LMSYS,20231206
mpt-30b-chat,MPT-30B-chat,1025.0431046297283,CC-BY-NC-SA-4.0,MosaicML,20231206
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1080.1974294946783,Proprietary,OpenAI,20231206
gpt-4-0613,GPT-4-0613,1100.2647215590443,Proprietary,OpenAI,20231206
llama-2-7b-chat,Llama-2-7B-chat,976.3676653506133,Llama 2 Community,Meta,20231206
claude-2.0,Claude-2.0,1086.154938988213,Proprietary,Anthropic,20231206
llama-2-13b-chat,Llama-2-13b-chat,983.5458739236049,Llama 2 Community,Meta,20231206
chatglm2-6b,ChatGLM2-6B,894.6788975200261,Apache-2.0,Tsinghua,20231206
llama-2-70b-chat,Llama-2-70B-chat,1005.4350271188827,Llama 2 Community,Meta,20231206
codellama-34b-instruct,CodeLlama-34B-instruct,999.8824463904889,Llama 2 Community,Meta,20231206
wizardlm-70b,WizardLM-70B-v1.0,1056.932293441099,Llama 2 Community,Microsoft,20231206
falcon-180b-chat,falcon-180b-chat,1006.6255441458314,Falcon-180B TII License,TII,20231206
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,996.1418599821088,Apache 2.0,Mistral,20231206
qwen-14b-chat,Qwen-14B-Chat,1015.2386994258668,Qianwen LICENSE,Alibaba,20231206
zephyr-7b-alpha,Zephyr-7B-alpha,1001.4162478716868,MIT,HuggingFace,20231206
zephyr-7b-beta,Zephyr-7B-beta,1025.7970621813056,MIT,HuggingFace,20231206
openchat-3.5,OpenChat-3.5,1022.5512430291839,Apache-2.0,OpenChat,20231206
gpt-4-turbo,GPT 4 Turbo,1199.9728429409395,Proprietary,OpenAI,20231206
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1047.026369113196,Proprietary,OpenAI,20231206
chatglm3-6b,ChatGLM3-6B,902.8911632342729,Apache-2.0,Tsinghua,20231206
claude-2.1,Claude-2.1,1069.1470963091306,Proprietary,Anthropic,20231206
tulu-2-dpo-70b,Tulu-2-DPO-70B,1060.0004180662488,AI2 ImpACT Low-risk,AllenAI/UW,20231206
yi-34b-chat,Yi-34B-Chat,1048.2106346966941,Yi License,01 AI,20231206
yi-34b-chat,Yi-34B-Chat,1048.2106346966941,Yi License,01 AI,20231206
starling-lm-7b-alpha,Starling-LM-7B-alpha,1052.9432837058548,CC-BY-NC-4.0,UC Berkeley,20231206
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1036.7075208082576,Apache-2.0,NousResearch,20231206
pplx-70b-online,pplx-70B-online,1030.3437117981243,Proprietary,Perplexity AI,20231206
pplx-7b-online,pplx-7B-online,989.1735850577016,Proprietary,Perplexity AI,20231206
chatglm-6b,ChatGLM-6B,914.5804889656735,Non-commercial,Tsinghua,20231215
koala-13b,Koala-13B,955.0846214522039,Non-commercial,UC Berkeley,20231215
oasst-pythia-12b,OpenAssistant-Pythia-12B,871.4608477645943,Apache 2.0,OpenAssistant,20231215
alpaca-13b,Alpaca-13B,909.425319543066,Non-commercial,Stanford,20231215
vicuna-13b,Vicuna-13B,978.4485953460352,Llama 2 Community,LMSYS,20231215
dolly-v2-12b,Dolly-V2-12B,837.2994715102443,MIT,Databricks,20231215
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,886.5802449221818,CC-BY-NC-SA-4.0,Stability AI,20231215
llama-13b,LLaMA-13B,850.2030912263774,Non-commercial,Meta,20231215
fastchat-t5-3b,FastChat-T5-3B,856.0298754553405,Apache 2.0,LMSYS,20231215
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1096.2669803753274,Proprietary,OpenAI,20231215
gpt-4-0314,GPT-4-0314,1150.1805019946523,Proprietary,OpenAI,20231215
claude-1,Claude-1,1079.1737441430917,Proprietary,Anthropic,20231215
RWKV-4-Raven-14B,RWKV-4-Raven-14B,933.3620434475297,Apache 2.0,RWKV,20231215
mpt-7b-chat,MPT-7B-Chat,935.6813925913007,CC-BY-NC-SA-4.0,MosaicML,20231215
palm-2,PaLM-Chat-Bison-001,980.593323826793,Proprietary,Google,20231215
claude-instant-1,Claude-Instant-1,1048.5120960606503,Proprietary,Anthropic,20231215
vicuna-7b,Vicuna-7B,962.6226377731934,Llama 2 Community,LMSYS,20231215
wizardlm-13b,WizardLM-13b-v1.2,1023.3189751282863,Llama 2 Community,Microsoft,20231215
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,945.211168685556,Non-commercial,Nomic AI,20231215
guanaco-33b,Guanaco-33B,1028.3752778801825,Non-commercial,UW,20231215
vicuna-33b,Vicuna-33B,1005.6368173409627,Non-commercial,LMSYS,20231215
mpt-30b-chat,MPT-30B-chat,1025.050253340047,CC-BY-NC-SA-4.0,MosaicML,20231215
